#,title,acRate,difficulty,freq,likes,dislikes,link
823,Binary Trees With Factors,43.642035,Medium,47.585698,710,93,https://leetcode.com/problems/binary-trees-with-factors/
826,Most Profit Assigning Work,39.560611,Medium,12.402724,568,86,https://leetcode.com/problems/most-profit-assigning-work/
827,Making A Large Island,46.681762,Hard,49.180451,883,25,https://leetcode.com/problems/making-a-large-island/
828,Count Unique Characters of All Substrings of a Given String,46.733541,Hard,7.629170,680,68,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string/
830,Positions of Large Groups,50.691656,Easy,0.000000,521,106,https://leetcode.com/problems/positions-of-large-groups/
832,Flipping an Image,78.660061,Easy,14.629613,1447,185,https://leetcode.com/problems/flipping-an-image/
834,Sum of Distances in Tree,47.480152,Hard,27.879642,1435,48,https://leetcode.com/problems/sum-of-distances-in-tree/
836,Rectangle Overlap,42.702225,Easy,48.950907,1097,337,https://leetcode.com/problems/rectangle-overlap/
837,New 21 Game,35.691856,Medium,24.655571,764,464,https://leetcode.com/problems/new-21-game/
838,Push Dominoes,50.563330,Medium,13.688700,937,80,https://leetcode.com/problems/push-dominoes/
839,Similar String Groups,42.674421,Hard,24.771191,580,152,https://leetcode.com/problems/similar-string-groups/
841,Keys and Rooms,66.968629,Medium,30.011880,2045,139,https://leetcode.com/problems/keys-and-rooms/
842,Split Array into Fibonacci Sequence,37.197665,Medium,16.102323,682,216,https://leetcode.com/problems/split-array-into-fibonacci-sequence/
844,Backspace String Compare,47.218002,Easy,31.931974,2665,120,https://leetcode.com/problems/backspace-string-compare/
845,Longest Mountain in Array,38.900405,Medium,30.900699,1271,48,https://leetcode.com/problems/longest-mountain-in-array/
846,Hand of Straights,55.734049,Medium,15.144945,1031,102,https://leetcode.com/problems/hand-of-straights/
847,Shortest Path Visiting All Nodes,54.692007,Hard,18.923196,925,91,https://leetcode.com/problems/shortest-path-visiting-all-nodes/
848,Shifting Letters,45.192525,Medium,18.430260,440,76,https://leetcode.com/problems/shifting-letters/
849,Maximize Distance to Closest Person,44.729272,Medium,39.025511,1410,134,https://leetcode.com/problems/maximize-distance-to-closest-person/
850,Rectangle Area II,48.758451,Hard,25.953042,488,34,https://leetcode.com/problems/rectangle-area-ii/
853,Car Fleet,44.856121,Medium,48.345482,804,307,https://leetcode.com/problems/car-fleet/
854,K-Similar Strings,38.606628,Hard,6.337099,634,44,https://leetcode.com/problems/k-similar-strings/
855,Exam Room,43.414061,Medium,9.041657,764,314,https://leetcode.com/problems/exam-room/
856,Score of Parentheses,65.062509,Medium,33.908380,2410,72,https://leetcode.com/problems/score-of-parentheses/
857,Minimum Cost to Hire K Workers,50.919083,Hard,24.813214,1281,150,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/
859,Buddy Strings,28.738373,Easy,16.976643,1083,741,https://leetcode.com/problems/buddy-strings/
860,Lemonade Change,51.935391,Easy,9.977750,908,103,https://leetcode.com/problems/lemonade-change/
861,Score After Flipping Matrix,74.007463,Medium,26.179893,759,152,https://leetcode.com/problems/score-after-flipping-matrix/
862,Shortest Subarray with Sum at Least K,25.322217,Hard,47.492067,1949,45,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/
863,All Nodes Distance K in Binary Tree,58.801440,Medium,65.918094,4001,79,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/
864,Shortest Path to Get All Keys,42.949550,Hard,34.442956,596,23,https://leetcode.com/problems/shortest-path-to-get-all-keys/
865,Smallest Subtree with all the Deepest Nodes,65.711863,Medium,17.625387,1449,305,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/
867,Transpose Matrix,61.791966,Easy,14.203138,726,342,https://leetcode.com/problems/transpose-matrix/
869,Reordered Power of 2,61.250249,Medium,18.307390,467,155,https://leetcode.com/problems/reordered-power-of-2/
870,Advantage Shuffle,50.748109,Medium,5.199949,1055,67,https://leetcode.com/problems/advantage-shuffle/
871,Minimum Number of Refueling Stops,34.804194,Hard,27.528867,1708,35,https://leetcode.com/problems/minimum-number-of-refueling-stops/
872,Leaf-Similar Trees,64.527869,Easy,8.225592,1280,51,https://leetcode.com/problems/leaf-similar-trees/
873,Length of Longest Fibonacci Subsequence,48.401881,Medium,10.292463,1107,41,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence/
875,Koko Eating Bananas,53.748284,Medium,44.697503,1724,100,https://leetcode.com/problems/koko-eating-bananas/
876,Middle of the Linked List,69.513559,Easy,32.407192,2687,79,https://leetcode.com/problems/middle-of-the-linked-list/
878,Nth Magical Number,29.106397,Hard,16.009511,309,72,https://leetcode.com/problems/nth-magical-number/
879,Profitable Schemes,40.266093,Hard,11.145501,335,35,https://leetcode.com/problems/profitable-schemes/
880,Decoded String at Index,28.167869,Medium,11.646381,977,168,https://leetcode.com/problems/decoded-string-at-index/
881,Boats to Save People,49.285394,Medium,26.980697,1394,51,https://leetcode.com/problems/boats-to-save-people/
882,Reachable Nodes In Subdivided Graph,43.471548,Hard,15.340174,202,162,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph/
884,Uncommon Words from Two Sentences,64.491368,Easy,9.442644,662,110,https://leetcode.com/problems/uncommon-words-from-two-sentences/
886,Possible Bipartition,45.851678,Medium,28.656491,1570,39,https://leetcode.com/problems/possible-bipartition/
887,Super Egg Drop,26.905800,Hard,31.420878,1616,103,https://leetcode.com/problems/super-egg-drop/
888,Fair Candy Swap,59.391887,Easy,18.292278,820,172,https://leetcode.com/problems/fair-candy-swap/
889,Construct Binary Tree from Preorder and Postorder Traversal,68.317527,Medium,37.423760,1363,65,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/
890,Find and Replace Pattern,75.505237,Medium,18.453720,1363,104,https://leetcode.com/problems/find-and-replace-pattern/
891,Sum of Subsequence Widths,33.466416,Hard,17.781931,354,118,https://leetcode.com/problems/sum-of-subsequence-widths/
894,All Possible Full Binary Trees,77.957254,Medium,25.403794,1624,135,https://leetcode.com/problems/all-possible-full-binary-trees/
895,Maximum Frequency Stack,63.650953,Hard,52.909018,1978,37,https://leetcode.com/problems/maximum-frequency-stack/
896,Monotonic Array,57.826103,Easy,22.926926,1080,45,https://leetcode.com/problems/monotonic-array/
897,Increasing Order Search Tree,75.031759,Easy,23.298820,1580,544,https://leetcode.com/problems/increasing-order-search-tree/
898,Bitwise ORs of Subarrays,35.280862,Medium,31.038904,767,151,https://leetcode.com/problems/bitwise-ors-of-subarrays/
899,Orderly Queue,53.786335,Hard,15.663771,273,232,https://leetcode.com/problems/orderly-queue/
900,RLE Iterator,56.438080,Medium,17.879486,368,111,https://leetcode.com/problems/rle-iterator/
901,Online Stock Span,61.861479,Medium,49.564381,1634,179,https://leetcode.com/problems/online-stock-span/
902,Numbers At Most N Given Digit Set,36.188241,Hard,0.000000,530,69,https://leetcode.com/problems/numbers-at-most-n-given-digit-set/
903,Valid Permutations for DI Sequence,55.903716,Hard,29.624397,382,33,https://leetcode.com/problems/valid-permutations-for-di-sequence/
904,Fruit Into Baskets,43.194504,Medium,16.030040,53,4,https://leetcode.com/problems/fruit-into-baskets/
905,Sort Array By Parity,75.036928,Easy,32.812727,1880,98,https://leetcode.com/problems/sort-array-by-parity/
907,Sum of Subarray Minimums,32.877126,Medium,39.063357,2200,136,https://leetcode.com/problems/sum-of-subarray-minimums/
910,Smallest Range II,31.416924,Medium,33.364706,755,293,https://leetcode.com/problems/smallest-range-ii/
911,Online Election,51.769623,Medium,17.796580,519,424,https://leetcode.com/problems/online-election/
912,Sort an Array,63.743334,Medium,47.587929,1010,404,https://leetcode.com/problems/sort-an-array/
913,Cat and Mouse,35.056739,Hard,23.084581,490,92,https://leetcode.com/problems/cat-and-mouse/
914,X of a Kind in a Deck of Cards,33.658588,Easy,13.693927,912,231,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/
915,Partition Array into Disjoint Intervals,47.163917,Medium,22.450134,540,38,https://leetcode.com/problems/partition-array-into-disjoint-intervals/
916,Word Subsets,52.708726,Medium,11.396070,770,113,https://leetcode.com/problems/word-subsets/
917,Reverse Only Letters,59.491514,Easy,17.028402,916,45,https://leetcode.com/problems/reverse-only-letters/
918,Maximum Sum Circular Subarray,34.676281,Medium,20.763064,1750,78,https://leetcode.com/problems/maximum-sum-circular-subarray/
919,Complete Binary Tree Inserter,59.955628,Medium,15.214572,490,65,https://leetcode.com/problems/complete-binary-tree-inserter/
920,Number of Music Playlists,48.451963,Hard,28.295550,580,60,https://leetcode.com/problems/number-of-music-playlists/
921,Minimum Add to Make Parentheses Valid,75.463973,Medium,24.058172,1360,89,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/
922,Sort Array By Parity II,70.694246,Easy,10.469544,1142,59,https://leetcode.com/problems/sort-array-by-parity-ii/
923,3Sum With Multiplicity,41.002894,Medium,9.986062,734,128,https://leetcode.com/problems/3sum-with-multiplicity/
924,Minimize Malware Spread,41.796286,Hard,10.210047,450,348,https://leetcode.com/problems/minimize-malware-spread/
925,Long Pressed Name,36.196118,Easy,10.857149,1125,196,https://leetcode.com/problems/long-pressed-name/
926,Flip String to Monotone Increasing,53.810559,Medium,3.827677,828,26,https://leetcode.com/problems/flip-string-to-monotone-increasing/
927,Three Equal Parts,34.838687,Hard,0.000000,327,67,https://leetcode.com/problems/three-equal-parts/
928,Minimize Malware Spread II,41.523544,Hard,3.565202,319,63,https://leetcode.com/problems/minimize-malware-spread-ii/
929,Unique Email Addresses,67.190380,Easy,7.744594,1237,225,https://leetcode.com/problems/unique-email-addresses/
930,Binary Subarrays With Sum,45.849628,Medium,11.892495,907,35,https://leetcode.com/problems/binary-subarrays-with-sum/
931,Minimum Falling Path Sum,64.568616,Medium,13.421262,1347,85,https://leetcode.com/problems/minimum-falling-path-sum/
934,Shortest Bridge,50.779944,Medium,47.447397,1523,95,https://leetcode.com/problems/shortest-bridge/
935,Knight Dialer,47.307997,Medium,46.699969,939,305,https://leetcode.com/problems/knight-dialer/
936,Stamping The Sequence,53.328759,Hard,5.611670,456,113,https://leetcode.com/problems/stamping-the-sequence/
938,Range Sum of BST,83.564711,Easy,52.433984,2618,300,https://leetcode.com/problems/range-sum-of-bst/
939,Minimum Area Rectangle,52.649392,Medium,43.869613,1047,184,https://leetcode.com/problems/minimum-area-rectangle/
940,Distinct Subsequences II,41.343827,Hard,28.874429,609,19,https://leetcode.com/problems/distinct-subsequences-ii/
941,Valid Mountain Array,32.657720,Easy,15.931108,1076,102,https://leetcode.com/problems/valid-mountain-array/
942,DI String Match,74.249835,Easy,9.627339,1249,493,https://leetcode.com/problems/di-string-match/
943,Find the Shortest Superstring,45.923818,Hard,19.160613,790,112,https://leetcode.com/problems/find-the-shortest-superstring/
945,Minimum Increment to Make Array Unique,47.376582,Medium,49.304812,720,31,https://leetcode.com/problems/minimum-increment-to-make-array-unique/
946,Validate Stack Sequences,64.519264,Medium,34.252927,1880,36,https://leetcode.com/problems/validate-stack-sequences/
947,Most Stones Removed with Same Row or Column,55.978648,Medium,25.223946,1654,473,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/
948,Bag of Tokens,46.065030,Medium,9.952484,536,272,https://leetcode.com/problems/bag-of-tokens/
950,Reveal Cards In Increasing Order,75.891767,Medium,40.397575,1401,226,https://leetcode.com/problems/reveal-cards-in-increasing-order/
951,Flip Equivalent Binary Trees,66.015479,Medium,17.004989,1129,57,https://leetcode.com/problems/flip-equivalent-binary-trees/
952,Largest Component Size by Common Factor,36.524416,Hard,10.673196,612,68,https://leetcode.com/problems/largest-component-size-by-common-factor/
953,Verifying an Alien Dictionary,52.190810,Easy,92.809774,1883,745,https://leetcode.com/problems/verifying-an-alien-dictionary/
954,Array of Doubled Pairs,34.874524,Medium,3.070689,462,65,https://leetcode.com/problems/array-of-doubled-pairs/
955,Delete Columns to Make Sorted II,33.997988,Medium,0.000000,360,56,https://leetcode.com/problems/delete-columns-to-make-sorted-ii/
956,Tallest Billboard,39.778381,Hard,35.851787,495,19,https://leetcode.com/problems/tallest-billboard/
958,Check Completeness of a Binary Tree,52.637988,Medium,27.917582,1396,19,https://leetcode.com/problems/check-completeness-of-a-binary-tree/
959,Regions Cut By Slashes,67.637503,Medium,30.114561,1466,288,https://leetcode.com/problems/regions-cut-by-slashes/
960,Delete Columns to Make Sorted III,55.608637,Hard,5.022601,341,9,https://leetcode.com/problems/delete-columns-to-make-sorted-iii/
961,N-Repeated Element in Size 2N Array,74.953051,Easy,1.801859,697,267,https://leetcode.com/problems/n-repeated-element-in-size-2n-array/
962,Maximum Width Ramp,46.885961,Medium,14.322661,829,25,https://leetcode.com/problems/maximum-width-ramp/
964,Least Operators to Express Number,45.439074,Hard,15.193844,220,56,https://leetcode.com/problems/least-operators-to-express-number/
965,Univalued Binary Tree,68.088294,Easy,3.875105,902,52,https://leetcode.com/problems/univalued-binary-tree/
967,Numbers With Same Consecutive Differences,45.917159,Medium,3.399529,718,127,https://leetcode.com/problems/numbers-with-same-consecutive-differences/
968,Binary Tree Cameras,40.721855,Hard,39.180377,1888,29,https://leetcode.com/problems/binary-tree-cameras/
970,Powerful Integers,43.377001,Medium,20.831491,167,56,https://leetcode.com/problems/powerful-integers/
971,Flip Binary Tree To Match Preorder Traversal,49.883741,Medium,21.951589,577,219,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal/
973,K Closest Points to Origin,65.065633,Medium,89.364249,3340,167,https://leetcode.com/problems/k-closest-points-to-origin/
974,Subarray Sums Divisible by K,51.664000,Medium,50.934911,1811,122,https://leetcode.com/problems/subarray-sums-divisible-by-k/
975,Odd Even Jump,41.158919,Hard,9.898665,1018,303,https://leetcode.com/problems/odd-even-jump/
976,Largest Perimeter Triangle,59.525381,Easy,5.345764,574,59,https://leetcode.com/problems/largest-perimeter-triangle/
977,Squares of a Sorted Array,71.548173,Easy,50.618951,2673,117,https://leetcode.com/problems/squares-of-a-sorted-array/
978,Longest Turbulent Subarray,46.763802,Medium,13.037252,711,132,https://leetcode.com/problems/longest-turbulent-subarray/
979,Distribute Coins in Binary Tree,70.251174,Medium,31.002066,2672,86,https://leetcode.com/problems/distribute-coins-in-binary-tree/
980,Unique Paths III,77.159514,Hard,27.474805,1619,96,https://leetcode.com/problems/unique-paths-iii/
981,Time Based Key-Value Store,54.382456,Medium,83.211646,1356,157,https://leetcode.com/problems/time-based-key-value-store/
982,Triples with Bitwise AND Equal To Zero,56.840559,Hard,0.000000,168,165,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero/
983,Minimum Cost For Tickets,62.998306,Medium,43.971697,3111,60,https://leetcode.com/problems/minimum-cost-for-tickets/
984,String Without AAA or BBB,39.160310,Medium,9.707768,332,299,https://leetcode.com/problems/string-without-aaa-or-bbb/
985,Sum of Even Numbers After Queries,60.472438,Easy,2.146161,567,196,https://leetcode.com/problems/sum-of-even-numbers-after-queries/
